sentence_id	essay_id	sentence_txt	idx_in_essay
396	3001	I think the books should stay on the shelves and any material that has any 'bad' sontent on it should be put in a private section where only adults can get to it	17
397	3001	Do you want your children looking at bad pictures or seeing or reading about something with sexual content	18
398	3001	Children are getting bad ideas from books, movies, magazines, and music	19
399	3001	They think it is appropiate to act like @CAPS1, because their favotire movie star is preforming @CAPS1 way	20
400	3001	These books, movies, and magazines need to be put up out of children's reach, so they cannot get anymore bad ideas to do stupid stuff	21
401	3002	I think almost every movie might offend someone in some way, So if your wanting to take every movie off the shelf then go ahead	0
402	3002	Everyone has different taste in movies, music, books, etc	1
403	3002	If the music offends you, don't listen to @CAPS2	2
404	3002	If a book does, don't read @CAPS2	3
405	3002	Its as simple as that	4
406	3002	So I don't think they should remove the books, music, movies, etc	5
407	3002	That could offend someone, and here are my reason why	6
408	3002	If you were to remove all the things that might interest the people now a-day, then you wouldn't have anything that entertains the kids instead of them going out and getting in trouble, I believe every person has the right to read, watch, or listen to whatever @CAPS2 is they want to listen to	7
409	3002	Also If they find @CAPS2 offensive then they just shouldn't listen that song, watch that movie, or even read the book or magazines	8
410	3002	Everyones offended in different ways from another, So we can't help @CAPS2 if @CAPS3 little book, song, etc., offends a person	9
411	3002	I also think if you give a kid the chance to read @CAPS2, and he sees how offensive @CAPS2 might be, @CAPS2 might keep him/her from doing some of the things he might do if he didn't read the book, Also if he watches what movies he wants, he will learn that, @CAPS1 every body is good people	10
412	3002	Children read in a wide variety, some read there dr.suess books and other could be reading @PERSON1 '@CAPS2'	11
413	3002	Depending on the children they should be able to choose what they read, listen to or watch	12
414	3002	The only flaw I find about Children down side to some magazines is the fact almost every magazine has atleast @CAPS3 half naked women, or man in @CAPS2	13
415	3002	Children in there @ORGANIZATION1 years through about first year of @ORGANIZATION2 should @CAPS1 have to see that	14
416	3002	My @CAPS4 reason is, people have many different tastes in the materials, so I believe they can read what they want as long as @CAPS2 does @CAPS1 offend them	15
417	3002	What there reading should @CAPS1 have any effect on others unless they are reading @CAPS2 also	16
418	3002	There are so many people that get offended by the littlest things, but they don't see that its life they will get offended more than a hand full of times in there life	17
419	3002	In conflusion I think that people should be able to read what they want even the books people find offensive	18
